# ros_time(s)          x(m)      y(m)      yaw(rad)  delta_t(ms)
          422.888689     2.015  -282.719    1.5704        0.00
          422.938689     2.015  -282.719    1.5704       50.00
          422.988689     2.015  -282.719    1.5704       50.00
          423.038689     2.015  -282.719    1.5704       50.00
          423.088689     2.015  -282.719    1.5704       50.00
          423.138689     2.015  -282.719    1.5704       50.00
          423.188689     2.015  -282.719    1.5704       50.00
          423.238689     2.015  -282.719    1.5704       50.00
          423.288689     2.015  -282.719    1.5704       50.00
          423.338689     2.015  -282.719    1.5704       50.00
          423.388689     2.015  -282.719    1.5704       50.00
          423.438689     2.015  -282.719    1.5704       50.00
          423.488689     2.015  -282.719    1.5704       50.00
          423.538689     2.015  -282.719    1.5704       50.00
          423.588689     2.015  -282.719    1.5704       50.00
          423.638689     2.015  -282.719    1.5704       50.00
          423.688689     2.015  -282.719    1.5704       50.00
          423.738689     2.015  -282.719    1.5704       50.00
          423.788689     2.015  -282.719    1.5704       50.00
          423.838689     2.015  -282.719    1.5704       50.00
          423.888689     2.015  -282.719    1.5704       50.00
          423.938689     2.015  -282.719    1.5704       50.00
          423.988689     2.015  -282.719    1.5704       50.00
          424.038689     2.015  -282.719    1.5704       50.00
          424.088689     2.015  -282.719    1.5704       50.00
          424.138689     2.015  -282.719    1.5704       50.00
          424.188689     2.015  -282.719    1.5704       50.00
          424.238689     2.015  -282.719    1.5704       50.00
          424.288689     2.015  -282.719    1.5704       50.00
          424.338689     2.015  -282.719    1.5704       50.00
          424.388689     2.015  -282.719    1.5704       50.00
          424.438689     2.015  -282.719    1.5704       50.00
          424.488689     2.015  -282.719    1.5704       50.00
          424.538689     2.015  -282.719    1.5704       50.00
          424.588689     2.015  -282.719    1.5704       50.00
          424.638689     2.015  -282.719    1.5704       50.00
          424.688689     2.015  -282.719    1.5704       50.00
          424.738689     2.015  -282.719    1.5704       50.00
          424.788689     2.015  -282.719    1.5704       50.00
          424.838689     2.015  -282.719    1.5704       50.00
          424.888689     2.015  -282.719    1.5704       50.00
          424.938689     2.015  -282.719    1.5704       50.00
          424.988689     2.015  -282.719    1.5704       50.00
          425.038689     2.015  -282.719    1.5704       50.00
          425.088689     2.015  -282.719    1.5704       50.00
          425.138689     2.015  -282.719    1.5704       50.00
          425.188689     2.015  -282.719    1.5704       50.00
          425.238689     2.015  -282.719    1.5704       50.00
          425.288689     2.015  -282.719    1.5704       50.00
          425.338689     2.015  -282.719    1.5704       50.00
          425.388689     2.015  -282.719    1.5704       50.00
          425.438689     2.015  -282.719    1.5704       50.00
          425.488689     2.015  -282.719    1.5704       50.00
          425.538689     2.015  -282.719    1.5704       50.00
          425.588689     2.015  -282.719    1.5704       50.00
          425.638689     2.015  -282.719    1.5704       50.00
          425.688689     2.015  -282.719    1.5704       50.00
          425.738689     2.015  -282.719    1.5704       50.00
          425.788689     2.015  -282.719    1.5704       50.00
          425.838689     2.015  -282.719    1.5704       50.00
          425.888689     2.015  -282.719    1.5704       50.00
          425.938689     2.015  -282.719    1.5704       50.00
          425.988689     2.015  -282.719    1.5704       50.00
          426.038689     2.015  -282.719    1.5704       50.00
          426.088689     2.015  -282.719    1.5704       50.00
          426.138689     2.015  -282.719    1.5704       50.00
          426.188689     2.015  -282.719    1.5704       50.00
          426.238689     2.015  -282.719    1.5704       50.00
          426.288689     2.015  -282.719    1.5704       50.00
          426.338689     2.015  -282.719    1.5704       50.00
          426.388689     2.015  -282.719    1.5704       50.00
          426.438689     2.015  -282.719    1.5704       50.00
          426.488689     2.015  -282.719    1.5704       50.00
          426.538689     2.015  -282.719    1.5704       50.00
          426.588689     2.015  -282.719    1.5704       50.00
          426.638689     2.015  -282.719    1.5704       50.00
          426.688689     2.015  -282.719    1.5704       50.00
          426.738689     2.015  -282.719    1.5704       50.00
          426.788689     2.015  -282.719    1.5704       50.00
          426.838689     2.015  -282.719    1.5704       50.00
          426.888689     2.015  -282.719    1.5704       50.00
          426.938689     2.015  -282.719    1.5704       50.00
          426.988689     2.015  -282.719    1.5704       50.00
          427.038689     2.015  -282.719    1.5704       50.00
          427.088689     2.015  -282.719    1.5704       50.00
          427.138689     2.015  -282.719    1.5704       50.00
          427.188689     2.015  -282.719    1.5704       50.00
          427.238689     2.015  -282.719    1.5704       50.00
          427.288689     2.015  -282.719    1.5704       50.00
          427.338689     2.015  -282.719    1.5704       50.00
          427.388689     2.015  -282.719    1.5704       50.00
          427.438689     2.015  -282.719    1.5704       50.00
          427.488689     2.015  -282.719    1.5704       50.00
          427.538689     2.015  -282.719    1.5704       50.00
          427.588689     2.015  -282.719    1.5704       50.00
          427.638689     2.015  -282.719    1.5704       50.00
          427.688689     2.015  -282.719    1.5704       50.00
          427.738689     2.015  -282.719    1.5704       50.00
          427.788689     2.015  -282.719    1.5704       50.00
          427.838689     2.015  -282.719    1.5704       50.00
          427.888689     2.015  -282.719    1.5704       50.00
          427.938689     2.015  -282.719    1.5704       50.00
          427.988689     2.015  -282.719    1.5704       50.00
          428.038689     2.015  -282.719    1.5704       50.00
          428.088689     2.015  -282.719    1.5704       50.00
          428.138689     2.015  -282.719    1.5704       50.00
          428.188689     2.015  -282.719    1.5704       50.00
          428.238689     2.015  -282.719    1.5704       50.00
          428.288689     2.015  -282.719    1.5704       50.00
          428.338689     2.015  -282.719    1.5704       50.00
          428.388689     2.015  -282.719    1.5704       50.00
          428.438689     2.015  -282.719    1.5704       50.00
          428.488689     2.015  -282.719    1.5704       50.00
          428.538689     2.015  -282.719    1.5704       50.00
          428.588689     2.015  -282.719    1.5704       50.00
          428.638689     2.015  -282.719    1.5704       50.00
          428.688689     2.015  -282.719    1.5704       50.00
          428.738689     2.015  -282.719    1.5704       50.00
          428.788689     2.015  -282.719    1.5704       50.00
          428.838689     2.015  -282.719    1.5704       50.00
          428.888689     2.015  -282.719    1.5704       50.00
          428.938689     2.015  -282.719    1.5704       50.00
          428.988689     2.015  -282.719    1.5704       50.00
          429.038689     2.015  -282.719    1.5704       50.00
          429.088689     2.015  -282.719    1.5704       50.00
          429.138689     2.015  -282.719    1.5704       50.00
          429.188689     2.015  -282.719    1.5704       50.00
          429.238689     2.015  -282.719    1.5704       50.00
          429.288689     2.015  -282.719    1.5704       50.00
          429.338689     2.015  -282.719    1.5704       50.00
          429.388689     2.015  -282.719    1.5704       50.00
          429.438689     2.015  -282.719    1.5704       50.00
          429.488689     2.015  -282.719    1.5704       50.00
          429.538689     2.015  -282.719    1.5704       50.00
          429.588689     2.015  -282.719    1.5704       50.00
          429.638689     2.015  -282.719    1.5704       50.00
          429.688689     2.015  -282.719    1.5704       50.00
          429.738689     2.015  -282.719    1.5704       50.00
          429.788689     2.015  -282.719    1.5704       50.00
          429.838689     2.015  -282.719    1.5704       50.00
          429.888689     2.015  -282.719    1.5704       50.00
          429.938689     2.015  -282.719    1.5704       50.00
          429.988689     2.015  -282.719    1.5704       50.00
          430.038689     2.015  -282.719    1.5704       50.00
          430.088689     2.015  -282.719    1.5704       50.00
          430.138689     2.015  -282.719    1.5704       50.00
          430.188689     2.015  -282.719    1.5704       50.00
          430.238689     2.015  -282.719    1.5704       50.00
          430.288689     2.015  -282.719    1.5704       50.00
          430.338689     2.015  -282.719    1.5704       50.00
          430.388689     2.015  -282.719    1.5704       50.00
          430.438689     2.015  -282.719    1.5704       50.00
          430.488689     2.015  -282.719    1.5704       50.00
          430.538689     2.015  -282.719    1.5704       50.00
          430.588689     2.015  -282.719    1.5704       50.00
          430.638689     2.015  -282.719    1.5704       50.00
          430.688689     2.015  -282.719    1.5704       50.00
          430.738689     2.015  -282.719    1.5704       50.00
          430.788689     2.015  -282.719    1.5704       50.00
          430.838689     2.015  -282.719    1.5704       50.00
          430.888689     2.015  -282.719    1.5704       50.00
          430.938689     2.015  -282.719    1.5704       50.00
          430.988689     2.015  -282.719    1.5704       50.00
          431.038689     2.015  -282.719    1.5704       50.00
          431.088689     2.015  -282.719    1.5704       50.00
          431.138689     2.015  -282.719    1.5704       50.00
          431.188689     2.015  -282.719    1.5704       50.00
          431.238689     2.015  -282.719    1.5704       50.00
          431.288689     2.015  -282.719    1.5704       50.00
          431.338689     2.015  -282.719    1.5704       50.00
          431.388689     2.015  -282.719    1.5704       50.00
          431.438689     2.015  -282.719    1.5704       50.00
          431.488689     2.015  -282.719    1.5704       50.00
          431.538689     2.015  -282.719    1.5704       50.00
          431.588689     2.015  -282.719    1.5704       50.00
          431.638689     2.015  -282.719    1.5704       50.00
          431.688689     2.015  -282.719    1.5704       50.00
          431.738689     2.015  -282.719    1.5704       50.00
          431.788689     2.015  -282.719    1.5704       50.00
          431.838689     2.015  -282.719    1.5704       50.00
          431.888689     2.015  -282.719    1.5704       50.00
          431.938689     2.015  -282.719    1.5704       50.00
          431.988689     2.015  -282.719    1.5704       50.00
          432.038689     2.015  -282.719    1.5704       50.00
          432.088689     2.015  -282.719    1.5704       50.00
          432.138689     2.015  -282.719    1.5704       50.00
          432.188689     2.015  -282.719    1.5704       50.00
          432.238689     2.015  -282.719    1.5704       50.00
          432.288689     2.015  -282.719    1.5704       50.00
          432.338689     2.015  -282.719    1.5704       50.00
          432.388689     2.015  -282.719    1.5704       50.00
          432.438689     2.015  -282.719    1.5704       50.00
          432.488689     2.015  -282.719    1.5704       50.00
          432.538689     2.015  -282.719    1.5704       50.00
          432.588689     2.015  -282.719    1.5704       50.00
          432.638689     2.015  -282.719    1.5704       50.00
          432.688689     2.015  -282.719    1.5704       50.00
          432.738689     2.015  -282.719    1.5704       50.00
          432.788689     2.015  -282.719    1.5704       50.00
          432.838689     2.015  -282.719    1.5704       50.00
          432.888689     2.015  -282.719    1.5704       50.00
          432.938689     2.015  -282.719    1.5704       50.00
          432.988689     2.015  -282.719    1.5704       50.00
          433.038689     2.015  -282.719    1.5704       50.00
          433.088689     2.015  -282.719    1.5704       50.00
          433.138689     2.015  -282.719    1.5704       50.00
          433.188689     2.015  -282.719    1.5704       50.00
          433.238689     2.015  -282.719    1.5704       50.00
          433.288689     2.015  -282.719    1.5704       50.00
          433.338689     2.015  -282.719    1.5704       50.00
          433.388689     2.015  -282.719    1.5704       50.00
          433.438689     2.015  -282.719    1.5704       50.00
          433.488689     2.015  -282.719    1.5704       50.00
          433.538689     2.015  -282.719    1.5704       50.00
          433.588689     2.015  -282.719    1.5704       50.00
          433.638689     2.015  -282.719    1.5704       50.00
          433.688689     2.015  -282.719    1.5704       50.00
          433.738689     2.015  -282.719    1.5704       50.00
          433.788689     2.015  -282.719    1.5704       50.00
          433.838689     2.015  -282.719    1.5704       50.00
          433.888689     2.015  -282.719    1.5704       50.00
          433.938689     2.015  -282.719    1.5704       50.00
          433.988689     2.015  -282.719    1.5704       50.00
          434.038689     2.015  -282.719    1.5704       50.00
          434.088689     2.015  -282.719    1.5704       50.00
          434.138689     2.015  -282.719    1.5704       50.00
          434.188689     2.015  -282.719    1.5704       50.00
          434.238689     2.015  -282.719    1.5704       50.00
          434.288689     2.015  -282.719    1.5704       50.00
          434.338689     2.015  -282.719    1.5704       50.00
          434.388689     2.015  -282.719    1.5704       50.00
          434.438689     2.015  -282.719    1.5704       50.00
          434.488689     2.015  -282.719    1.5704       50.00
          434.538689     2.015  -282.719    1.5704       50.00
          434.588689     2.015  -282.719    1.5704       50.00
          434.638689     2.015  -282.719    1.5704       50.00
          434.688689     2.015  -282.719    1.5704       50.00
          434.738689     2.015  -282.719    1.5704       50.00
          434.788689     2.015  -282.719    1.5704       50.00
          434.838689     2.015  -282.719    1.5704       50.00
          434.888689     2.015  -282.719    1.5704       50.00
          434.938689     2.015  -282.719    1.5704       50.00
          434.988689     2.015  -282.719    1.5704       50.00
          435.038689     2.015  -282.719    1.5704       50.00
          435.088689     2.015  -282.719    1.5704       50.00
          435.138689     2.015  -282.719    1.5704       50.00
          435.188689     2.015  -282.719    1.5704       50.00
          435.238689     2.015  -282.719    1.5704       50.00
          435.288689     2.015  -282.719    1.5704       50.00
          435.338689     2.015  -282.719    1.5704       50.00
          435.388689     2.015  -282.719    1.5704       50.00
          435.438689     2.015  -282.719    1.5704       50.00
          435.488689     2.015  -282.719    1.5704       50.00
          435.538689     2.015  -282.719    1.5704       50.00
          435.588689     2.015  -282.719    1.5704       50.00
          435.638689     2.015  -282.719    1.5704       50.00
          435.688689     2.015  -282.719    1.5704       50.00
          435.738689     2.015  -282.719    1.5704       50.00
          435.788689     2.015  -282.719    1.5704       50.00
          435.838689     2.015  -282.719    1.5704       50.00
          435.888689     2.015  -282.719    1.5704       50.00
          435.938689     2.015  -282.719    1.5704       50.00
          435.988689     2.015  -282.719    1.5704       50.00
          436.038689     2.015  -282.719    1.5704       50.00
          436.088689     2.015  -282.719    1.5704       50.00
          436.138689     2.015  -282.719    1.5704       50.00
          436.188689     2.015  -282.719    1.5704       50.00
          436.238689     2.015  -282.719    1.5704       50.00
          436.288689     2.015  -282.719    1.5704       50.00
          436.338689     2.015  -282.719    1.5704       50.00
          436.388689     2.015  -282.719    1.5704       50.00
          436.438689     2.015  -282.719    1.5704       50.00
          436.488689     2.015  -282.719    1.5704       50.00
          436.538689     2.015  -282.719    1.5704       50.00
          436.588689     2.015  -282.719    1.5704       50.00
          436.638689     2.015  -282.719    1.5704       50.00
          436.688689     2.015  -282.719    1.5704       50.00
          436.738689     2.015  -282.719    1.5704       50.00
          436.788689     2.015  -282.719    1.5704       50.00
          436.838689     2.015  -282.719    1.5704       50.00
          436.888689     2.015  -282.719    1.5704       50.00
          436.938689     2.015  -282.719    1.5704       50.00
          436.988689     2.015  -282.719    1.5704       50.00
          437.038689     2.015  -282.719    1.5704       50.00
          437.088689     2.015  -282.719    1.5704       50.00
          437.138689     2.015  -282.719    1.5704       50.00
          437.188689     2.015  -282.719    1.5704       50.00
          437.238689     2.015  -282.719    1.5704       50.00
          437.288689     2.015  -282.719    1.5704       50.00
          437.338689     2.015  -282.719    1.5704       50.00
          437.388689     2.015  -282.719    1.5704       50.00
          437.438689     2.015  -282.719    1.5704       50.00
          437.488689     2.015  -282.719    1.5704       50.00
          437.538689     2.015  -282.719    1.5704       50.00
          437.588689     2.015  -282.719    1.5704       50.00
          437.638689     2.015  -282.719    1.5704       50.00
          437.688689     2.015  -282.719    1.5704       50.00
          437.738689     2.015  -282.719    1.5704       50.00
          437.788689     2.015  -282.719    1.5704       50.00
          437.838689     2.015  -282.719    1.5704       50.00
          437.888689     2.015  -282.719    1.5704       50.00
          437.938689     2.015  -282.719    1.5704       50.00
          437.988689     2.015  -282.719    1.5704       50.00
          438.038689     2.015  -282.719    1.5704       50.00
          438.088689     2.015  -282.719    1.5704       50.00
          438.138689     2.015  -282.719    1.5704       50.00
          438.188689     2.015  -282.719    1.5704       50.00
          438.238689     2.015  -282.719    1.5704       50.00
          438.288689     2.015  -282.719    1.5704       50.00
          438.338689     2.015  -282.719    1.5704       50.00
          438.388689     2.015  -282.719    1.5704       50.00
          438.438689     2.015  -282.719    1.5704       50.00
          438.488689     2.015  -282.719    1.5704       50.00
          438.538689     2.015  -282.719    1.5704       50.00
          438.588689     2.015  -282.719    1.5704       50.00
          438.638689     2.015  -282.719    1.5704       50.00
          438.688689     2.015  -282.719    1.5704       50.00
          438.738689     2.015  -282.719    1.5704       50.00
          438.788689     2.015  -282.719    1.5704       50.00
          438.838689     2.015  -282.719    1.5704       50.00
          438.888689     2.015  -282.719    1.5704       50.00
          438.938689     2.015  -282.719    1.5704       50.00
          438.988689     2.015  -282.719    1.5704       50.00
          439.038689     2.015  -282.719    1.5704       50.00
          439.088689     2.015  -282.719    1.5704       50.00
          439.138689     2.015  -282.719    1.5704       50.00
          439.188689     2.015  -282.719    1.5704       50.00
          439.238689     2.015  -282.719    1.5704       50.00
          439.288689     2.015  -282.719    1.5704       50.00
          439.338689     2.015  -282.719    1.5704       50.00
          439.388689     2.015  -282.719    1.5704       50.00
          439.438689     2.015  -282.719    1.5704       50.00
          439.488689     2.015  -282.719    1.5704       50.00
          439.538689     2.015  -282.719    1.5704       50.00
          439.588689     2.015  -282.719    1.5704       50.00
          439.638689     2.015  -282.719    1.5704       50.00
          439.688689     2.015  -282.719    1.5704       50.00
          439.738689     2.015  -282.719    1.5704       50.00
          439.788689     2.015  -282.719    1.5704       50.00
          439.838689     2.015  -282.719    1.5704       50.00
          439.888689     2.015  -282.719    1.5704       50.00
          439.938689     2.015  -282.719    1.5704       50.00
          439.988689     2.015  -282.719    1.5704       50.00
          440.038689     2.015  -282.719    1.5704       50.00
          440.088689     2.015  -282.719    1.5704       50.00
          440.138689     2.015  -282.719    1.5704       50.00
          440.188689     2.015  -282.719    1.5704       50.00
          440.238689     2.015  -282.719    1.5704       50.00
          440.288689     2.015  -282.719    1.5704       50.00
          440.338689     2.015  -282.719    1.5704       50.00
          440.388689     2.015  -282.719    1.5704       50.00
          440.438689     2.015  -282.719    1.5704       50.00
          440.488689     2.015  -282.719    1.5704       50.00
          440.538689     2.015  -282.719    1.5704       50.00
          440.588689     2.015  -282.719    1.5704       50.00
          440.638689     2.015  -282.719    1.5704       50.00
          440.688689     2.015  -282.719    1.5704       50.00
          440.738689     2.015  -282.719    1.5704       50.00
          440.788689     2.015  -282.719    1.5704       50.00
          440.838689     2.015  -282.719    1.5704       50.00
          440.888689     2.015  -282.719    1.5704       50.00
          440.938689     2.015  -282.719    1.5704       50.00
          440.988689     2.015  -282.719    1.5704       50.00
          441.038689     2.015  -282.719    1.5704       50.00
          441.088689     2.015  -282.719    1.5704       50.00
          441.138689     2.015  -282.719    1.5704       50.00
          441.188689     2.015  -282.719    1.5704       50.00
          441.238689     2.015  -282.719    1.5704       50.00
          441.288689     2.015  -282.719    1.5704       50.00
          441.338689     2.015  -282.719    1.5704       50.00
          441.388689     2.015  -282.719    1.5704       50.00
          441.438689     2.015  -282.719    1.5704       50.00
          441.488689     2.015  -282.719    1.5704       50.00
          441.538689     2.015  -282.719    1.5704       50.00
          441.588689     2.015  -282.719    1.5704       50.00
          441.638689     2.015  -282.719    1.5704       50.00
          441.688689     2.015  -282.719    1.5704       50.00
          441.738689     2.015  -282.719    1.5704       50.00
          441.788689     2.015  -282.719    1.5704       50.00
          441.838689     2.015  -282.719    1.5704       50.00
          441.888689     2.015  -282.719    1.5704       50.00
          441.938689     2.015  -282.719    1.5704       50.00
          441.988689     2.015  -282.719    1.5704       50.00
          442.038689     2.015  -282.719    1.5704       50.00
          442.088689     2.015  -282.719    1.5704       50.00
          442.138689     2.015  -282.719    1.5704       50.00
          442.188689     2.015  -282.719    1.5704       50.00
          442.238689     2.015  -282.719    1.5704       50.00
          442.288689     2.015  -282.719    1.5704       50.00
          442.338689     2.015  -282.719    1.5704       50.00
          442.388689     2.015  -282.719    1.5704       50.00
          442.438689     2.015  -282.719    1.5704       50.00
          442.488689     2.015  -282.719    1.5704       50.00
          442.538689     2.015  -282.719    1.5704       50.00
          442.588689     2.015  -282.719    1.5704       50.00
          442.638689     2.015  -282.719    1.5704       50.00
          442.688689     2.015  -282.719    1.5704       50.00
          442.738689     2.015  -282.719    1.5704       50.00
          442.788689     2.015  -282.719    1.5704       50.00
          442.838689     2.015  -282.719    1.5704       50.00
          442.888689     2.015  -282.719    1.5704       50.00
          442.938689     2.015  -282.719    1.5704       50.00
          442.988689     2.015  -282.719    1.5704       50.00
          443.038689     2.015  -282.719    1.5704       50.00
          443.088689     2.015  -282.719    1.5704       50.00
          443.138689     2.015  -282.719    1.5704       50.00
          443.188689     2.015  -282.719    1.5704       50.00
          443.238689     2.015  -282.719    1.5704       50.00
          443.288689     2.015  -282.719    1.5704       50.00
          443.338689     2.015  -282.719    1.5704       50.00
          443.388689     2.015  -282.719    1.5704       50.00
          443.438689     2.015  -282.719    1.5704       50.00
          443.488689     2.015  -282.719    1.5704       50.00
          443.538689     2.015  -282.719    1.5704       50.00
          443.588689     2.015  -282.719    1.5704       50.00
          443.638689     2.015  -282.719    1.5704       50.00
          443.688689     2.015  -282.719    1.5704       50.00
          443.738689     2.015  -282.719    1.5704       50.00
          443.788689     2.015  -282.719    1.5704       50.00
          443.838689     2.015  -282.719    1.5704       50.00
          443.888689     2.015  -282.719    1.5704       50.00
          443.938689     2.015  -282.719    1.5704       50.00
          443.988689     2.015  -282.719    1.5704       50.00
          444.038689     2.015  -282.719    1.5704       50.00
          444.088689     2.015  -282.719    1.5704       50.00
          444.138689     2.015  -282.719    1.5704       50.00
          444.188689     2.015  -282.719    1.5704       50.00
          444.238689     2.015  -282.719    1.5704       50.00
          444.288689     2.015  -282.719    1.5704       50.00
          444.338689     2.015  -282.719    1.5704       50.00
          444.388689     2.015  -282.719    1.5704       50.00
          444.438689     2.015  -282.719    1.5704       50.00
          444.488689     2.015  -282.719    1.5704       50.00
          444.538689     2.015  -282.719    1.5704       50.00
          444.588689     2.015  -282.719    1.5704       50.00
          444.638689     2.015  -282.719    1.5704       50.00
          444.688689     2.015  -282.719    1.5704       50.00
          444.738689     2.015  -282.719    1.5704       50.00
          444.788689     2.015  -282.719    1.5704       50.00
          444.838689     2.015  -282.719    1.5704       50.00
          444.888689     2.015  -282.719    1.5704       50.00
          444.938689     2.015  -282.719    1.5704       50.00
          444.988689     2.015  -282.719    1.5704       50.00
          445.038689     2.015  -282.719    1.5704       50.00
          445.088689     2.015  -282.719    1.5704       50.00
          445.138689     2.015  -282.719    1.5704       50.00
          445.188689     2.015  -282.719    1.5704       50.00
          445.238689     2.015  -282.719    1.5704       50.00
          445.288689     2.015  -282.719    1.5704       50.00
          445.338689     2.015  -282.719    1.5704       50.00
          445.388689     2.015  -282.719    1.5704       50.00
          445.438689     2.015  -282.719    1.5704       50.00
          445.488689     2.015  -282.719    1.5704       50.00
          445.538689     2.015  -282.719    1.5704       50.00
          445.588689     2.015  -282.719    1.5704       50.00
          445.638689     2.015  -282.719    1.5704       50.00
          445.688689     2.015  -282.719    1.5704       50.00
          445.738689     2.015  -282.719    1.5704       50.00
          445.788689     2.015  -282.719    1.5704       50.00
          445.838689     2.015  -282.719    1.5704       50.00
          445.888689     2.015  -282.719    1.5704       50.00
          445.938689     2.015  -282.719    1.5704       50.00
          445.988689     2.015  -282.719    1.5704       50.00
          446.038689     2.015  -282.719    1.5704       50.00
          446.088689     2.015  -282.719    1.5704       50.00
          446.138689     2.015  -282.719    1.5704       50.00
          446.188689     2.015  -282.719    1.5704       50.00
          446.238689     2.015  -282.719    1.5704       50.00
          446.288689     2.015  -282.719    1.5704       50.00
          446.338689     2.015  -282.719    1.5704       50.00
          446.388689     2.015  -282.719    1.5704       50.00
          446.438689     2.015  -282.719    1.5704       50.00
          446.488689     2.015  -282.719    1.5704       50.00
          446.538689     2.015  -282.719    1.5704       50.00
          446.588689     2.015  -282.719    1.5704       50.00
          446.638689     2.015  -282.719    1.5704       50.00
          446.688689     2.015  -282.719    1.5704       50.00
          446.738689     2.015  -282.719    1.5704       50.00
          446.788689     2.015  -282.719    1.5704       50.00
          446.838689     2.015  -282.719    1.5704       50.00
          446.888689     2.015  -282.719    1.5704       50.00
          446.938689     2.015  -282.719    1.5704       50.00
          446.988689     2.015  -282.719    1.5704       50.00
          447.038689     2.015  -282.719    1.5704       50.00
          447.088689     2.015  -282.719    1.5704       50.00
          447.138689     2.015  -282.719    1.5704       50.00
          447.188689     2.015  -282.719    1.5704       50.00
          447.238689     2.015  -282.719    1.5704       50.00
          447.288689     2.015  -282.719    1.5704       50.00
          447.338689     2.015  -282.719    1.5704       50.00
          447.388689     2.015  -282.719    1.5704       50.00
          447.438689     2.015  -282.719    1.5704       50.00
          447.488689     2.015  -282.719    1.5704       50.00
          447.538689     2.015  -282.719    1.5704       50.00
          447.588689     2.015  -282.719    1.5704       50.00
          447.638689     2.015  -282.719    1.5704       50.00
          447.688689     2.015  -282.719    1.5704       50.00
          447.738689     2.015  -282.719    1.5704       50.00
          447.788689     2.015  -282.719    1.5704       50.00
          447.838689     2.015  -282.719    1.5704       50.00
          447.888689     2.015  -282.719    1.5704       50.00
          447.938689     2.015  -282.719    1.5704       50.00
          447.988689     2.015  -282.719    1.5704       50.00
          448.038689     2.015  -282.719    1.5704       50.00
          448.088689     2.015  -282.719    1.5704       50.00
          448.138689     2.015  -282.719    1.5704       50.00
          448.188689     2.015  -282.719    1.5704       50.00
          448.238689     2.015  -282.719    1.5704       50.00
          448.288689     2.015  -282.719    1.5704       50.00
          448.338689     2.015  -282.719    1.5704       50.00
          448.388689     2.015  -282.719    1.5704       50.00
          448.438689     2.015  -282.719    1.5704       50.00
          448.488689     2.015  -282.719    1.5704       50.00
          448.538689     2.015  -282.719    1.5704       50.00
          448.588689     2.015  -282.719    1.5704       50.00
          448.638689     2.015  -282.719    1.5704       50.00
          448.688689     2.015  -282.719    1.5704       50.00
          448.738689     2.015  -282.719    1.5704       50.00
          448.788689     2.015  -282.719    1.5704       50.00
          448.838689     2.015  -282.719    1.5704       50.00
          448.888689     2.015  -282.719    1.5704       50.00
          448.938689     2.015  -282.719    1.5704       50.00
          448.988689     2.015  -282.719    1.5704       50.00
          449.038689     2.015  -282.719    1.5704       50.00
          449.088689     2.015  -282.719    1.5704       50.00
          449.138689     2.015  -282.719    1.5704       50.00
          449.188689     2.015  -282.719    1.5704       50.00
          449.238689     2.015  -282.719    1.5704       50.00
          449.288689     2.015  -282.719    1.5704       50.00
          449.338689     2.015  -282.719    1.5704       50.00
          449.388689     2.015  -282.719    1.5704       50.00
          449.438689     2.015  -282.719    1.5704       50.00
          449.488689     2.015  -282.719    1.5704       50.00
          449.538689     2.015  -282.719    1.5704       50.00
          449.588689     2.015  -282.719    1.5704       50.00
          449.638689     2.015  -282.719    1.5704       50.00
          449.688689     2.015  -282.719    1.5704       50.00
          449.738689     2.015  -282.719    1.5704       50.00
          449.788689     2.015  -282.719    1.5704       50.00
          449.838689     2.015  -282.719    1.5704       50.00
          449.888689     2.015  -282.719    1.5704       50.00
          449.938689     2.015  -282.719    1.5704       50.00
          449.988689     2.015  -282.719    1.5704       50.00
          450.038689     2.015  -282.719    1.5704       50.00
          450.088689     2.015  -282.719    1.5704       50.00
          450.138689     2.015  -282.719    1.5704       50.00
          450.188689     2.015  -282.719    1.5704       50.00
          450.238689     2.015  -282.719    1.5704       50.00
          450.288689     2.015  -282.719    1.5704       50.00
          450.338689     2.015  -282.719    1.5704       50.00
          450.388689     2.015  -282.719    1.5704       50.00
          450.438689     2.015  -282.719    1.5704       50.00
          450.488689     2.015  -282.719    1.5704       50.00
          450.538689     2.015  -282.719    1.5704       50.00
          450.588689     2.015  -282.719    1.5704       50.00
          450.638689     2.015  -282.719    1.5704       50.00
          450.688689     2.015  -282.719    1.5704       50.00
          450.738689     2.015  -282.719    1.5704       50.00
          450.788689     2.015  -282.719    1.5704       50.00
          450.838689     2.015  -282.719    1.5704       50.00
          450.888689     2.015  -282.719    1.5704       50.00
          450.938689     2.015  -282.719    1.5704       50.00
          450.988689     2.015  -282.719    1.5704       50.00
          451.038689     2.015  -282.719    1.5704       50.00
          451.088689     2.015  -282.719    1.5704       50.00
          451.138689     2.015  -282.719    1.5704       50.00
          451.188689     2.015  -282.719    1.5704       50.00
          451.238689     2.015  -282.719    1.5704       50.00
          451.288689     2.015  -282.719    1.5704       50.00
          451.338689     2.015  -282.719    1.5704       50.00
          451.388689     2.015  -282.719    1.5704       50.00
          451.438689     2.015  -282.719    1.5704       50.00
          451.488689     2.015  -282.719    1.5704       50.00
          451.538689     2.015  -282.719    1.5704       50.00
          451.588689     2.015  -282.719    1.5704       50.00
          451.638689     2.015  -282.719    1.5704       50.00
          451.688689     2.015  -282.719    1.5704       50.00
          451.738689     2.015  -282.719    1.5704       50.00
          451.788689     2.015  -282.719    1.5704       50.00
          451.838689     2.015  -282.719    1.5704       50.00
          451.888689     2.015  -282.719    1.5704       50.00
